352,Compu,K1,Clase 3 - Preescolar,"",https://www.youtube.com/watch?v=rrKzu39mfiM,2020-05-15 10:10:19.816575,https://www.youtube.com/watch?v=rrKzu39mfiM
353,Compu,K2,Clase 3 - Preescolar,"",https://www.youtube.com/watch?v=rrKzu39mfiM,2020-05-15 10:14:40.693929,https://www.youtube.com/watch?v=rrKzu39mfiM
354,Grado,K2,"","","",2020-05-15 10:14:52.619097,""
355,Compu,K3,Clase 3 - Preescolar,"",https://www.youtube.com/watch?v=rrKzu39mfiM,2020-05-15 10:15:15.810798,https://www.youtube.com/watch?v=rrKzu39mfiM
356,Compu,1ro,Clase 4 - 1°,Excelente día,https://www.youtube.com/watch?v=VhK1XYE5_I0,2020-05-15 10:16:39.247272,https://www.youtube.com/watch?v=VhK1XYE5_I0
357,Compu,2do,Clase 4 - 2°,"",https://www.youtube.com/watch?v=VhK1XYE5_I0,2020-05-15 10:20:46.813159,https://www.youtube.com/watch?v=VhK1XYE5_I0
358,Compu,3ro,Clase 4 - 3°,"",https://www.youtube.com/watch?v=VhK1XYE5_I0,2020-05-15 10:21:08.724381,https://www.youtube.com/watch?v=VhK1XYE5_I0
359,Compu,4to,Clase 4 - 4°,"",https://youtu.be/CpCLx3G-RHY,2020-05-15 10:24:00.918408,https://youtu.be/CpCLx3G-RHY
360,Compu,5to,Clase 4 - 5°,"",https://youtu.be/CpCLx3G-RHY,2020-05-15 10:25:53.093567,https://youtu.be/CpCLx3G-RHY
361,Compu,6to,Clase 4 - 6°,"",https://www.youtube.com/watch?v=W4ZNA7TXoSM,2020-05-15 10:30:00.415705,https://www.youtube.com/watch?v=W4ZNA7TXoSM
364,Grado,4to,Fracciones,Representar fracciones equivalentes,Fracciones equivalentes,2020-05-17 16:12:31.748427,Fracciones equivalentes
365,Grado,4to,Textos,Escribe un texto narrativo,Textos narrativos,2020-05-17 16:13:41.356058,Textos narrativos
366,Conocimiento del medio,1ro,“La seguridad en casa” ," Lunes 18 de mayo del 20201- Observe el vídeo sobre a prevención de accidentes en casa.2_ Comente junto con sus papas sobre el vídeo3- Escriba en su cuaderno el apunte “La seguridad en casa” 4- Recuerda utilizar azul o rojo para mayúsculas y centrar el título, escribe fecha y la letra debe ir adentro del cuadro. Papitos no olviden firmar cada actividad.  5- Comenta con papà o mamà sobre algunos riesgos y zonas de seguridad  de tu casa.6- Recorta o dibuja en tu cuaderno algunas zonas de riesgo y seguridad  que hay en su casa incluyendo la escuela.",https://www.youtube.com/watch?v=wuRfdqmJIRw,2020-05-17 19:26:57.024978,https://www.youtube.com/watch?v=wuRfdqmJIRw
370,Artes,K1,Ejercicio #5 El círculo ,"Buenas días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.
Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. 
Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final. 
por otra parte les comento que ya pueden consultar sus calificaciones del tercer periodo en esta plataforma. Cualquier duda, aclaración o queja quedo a sus órdenes",https://www.youtube.com/watch?v=GkjC5w4VUc8&t=12s,2020-05-17 22:08:50.856007,https://www.youtube.com/watch?v=GkjC5w4VUc8&t=12s
373,Artes,K1,León,"Buenas días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.
Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.
Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
por otra parte les comento que ya pueden consultar sus calificaciones del tercer periodo en esta plataforma. Cualquier duda, aclaración o queja quedo a sus órdenes",https://www.youtube.com/watch?v=GkjC5w4VUc8,2020-05-17 22:17:09.608591,https://www.youtube.com/watch?v=GkjC5w4VUc8
397,Ingles,K2,"Monday May 18th, 2020",Días de la semana y Rutinas Diarias,https://www.youtube.com/watch?v=kUI0Nv1vgns,2020-05-18 09:45:45.262084,https://www.youtube.com/watch?v=kUI0Nv1vgns
372,Artes,K2, Tarea # 5 Pajarito de papel,"Buenas días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final. por otra parte les comento que ya pueden consultar sus calificaciones del tercer periodo en esta plataforma. Cualquier duda, aclaración o queja quedo a sus órdenes :)",https://www.youtube.com/watch?v=HXHxiHVGtXU,2020-05-17 22:14:35.324645,https://www.youtube.com/watch?v=HXHxiHVGtXU
398,Ingles,K3,"Monday May 18th, 2020","Acciones, Julio, Largo - Corto, Letra R, Letra S, Miembros de la familia canción.",https://www.youtube.com/watch?v=ogEsjQzLrI4,2020-05-18 09:47:24.799403,https://www.youtube.com/watch?v=ogEsjQzLrI4
363,Ingles,2do,VideoClase 2,"LUNES 18 de mayo nos vemos por Zoom, a la 1pm.->ID de reunión: 741 0302 3049->Contraseña: 4eLQDrTener a la mano su Student''s book, lápiz, colores y el cuaderno. Dejo link de la clase grabada",https://us04web.zoom.us/j/74103023049?pwd=SHhsOHlyeXZqd3NLdlRtYTQ3eUZhdz09,2020-05-17 13:26:39.064858,https://www.youtube.com/watch?v=sx4Ht03CGM8
822,Ingles,4to,June15-VideoClase 6,"15 jun 2020 01:00 PM 
ID de reunión: 772 6897 4602
Contraseña: 1pJ3fc",https://us04web.zoom.us/j/77268974602?pwd=UU1PdU5pKzQzcjRXeTkrZkNhMm1TQT09,2020-06-14 16:44:05.171759,https://us04web.zoom.us/j/77268974602?pwd=UU1PdU5pKzQzcjRXeTkrZkNhMm1TQT09
377,Grado,K2,Aviso de como utilizar plataforma,Como utilizar la plataforma,https://www.youtube.com/watch?v=xTOctpgg-bU,2020-05-17 22:30:26.440546,https://www.youtube.com/watch?v=xTOctpgg-bU
380,Grado,K2,vídeos de la letra  C,Observar los vídeos para poder realizar la actividad de la clase del día 18 de mayo,https://www.youtube.com/watch?v=gkpl3ah6_WE,2020-05-17 22:47:44.059517,https://www.youtube.com/watch?v=gkpl3ah6_WE
375,Artes,K3,Tarea # 5 Tiburón. El triángulo,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.por otra parte les comento que ya pueden consultar sus calificaciones del tercer periodo en la plataforma del colegio. Cualquier duda, aclaración o queja quedo a sus órdenes",https://www.youtube.com/watch?v=APgt3SSvOpM,2020-05-17 22:21:39.583809,https://www.youtube.com/watch?v=APgt3SSvOpM
376,Artes,1ro, Tarea # 5 Ciudad de papel,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.por otra parte les comento que a partir del día martes 19 de mayo ya pueden consultar sus calificaciones del tercer periodo en la plataforma del colegio. Cualquier duda, aclaración o queja quedo a sus órdenes",https://www.youtube.com/watch?v=Ha9A1gNxzn4,2020-05-17 22:25:15.008545,https://www.youtube.com/watch?v=Ha9A1gNxzn4
384,Ingles,1ro,Activity 12,"Imprimir o dibujar en una hoja blanca suelta, si es de cuaderno recortar el sobrante del espiral,  la actividad es para el folder de experiencias
Lee las descripciones y colorea los niños. 
Tomar foto de la actividad y subirla a classroom, por favor
Recuerden entrar a la plataforma del colegio para la asistencia, gracias ","",2020-05-17 23:31:32.368301,""
388,Artes,5to,Tarea # 5 Paisaje en colores primarios,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.
Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.
Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
por otra parte les comento que a partir del día martes 19 de mayo ya pueden consultar sus calificaciones del tercer periodo en ésta plataforma. Cualquier duda o aclaración quedo a sus órdenes",https://www.youtube.com/watch?v=DzxDGPD1WlA,2020-05-17 23:59:38.839769,https://www.youtube.com/watch?v=DzxDGPD1WlA
383,Artes,3ro,Tarea # 5 Luces y Sombras,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.por otra parte les comento que a partir del día martes 19 de mayo ya pueden consultar sus calificaciones del tercer periodo por este medio. Cualquier duda, aclaración o queja quedo a sus órdenes :)",https://www.youtube.com/watch?v=7ijN5bb3LvQ&t=256s,2020-05-17 23:31:32.304227,https://www.youtube.com/watch?v=7ijN5bb3LvQ&t=256s
387,Artes,6to,Tarea # 5 El color y las emociones,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.
Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.
Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
por otra parte les comento que a partir del día martes 19 de mayo ya pueden consultar sus calificaciones del tercer periodo en esta plataforma. 
Cualquier duda o aclaración quedo a sus órdenes",https://www.youtube.com/watch?v=ZXTq2Ie0dnM,2020-05-17 23:38:38.309440,https://www.youtube.com/watch?v=ZXTq2Ie0dnM
378,Grado,K2,Clase del 18 de mayo,material  de las actividades y vídeo de la clase del 18 mayo,https://www.youtube.com/watch?v=1ozeGlb1baI,2020-05-17 22:40:59.824024,https://drive.google.com/file/d/1pBZaC_5Eazprgb0iVTTzOag438RLdX6G/view?usp=sharing
389,Artes,2do,Tarea # 5 Líneas,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.
Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.
Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
por otra parte les comento que a partir del día martes 19 de mayo ya pueden consultar sus calificaciones del tercer periodo en esta plataforma. Cualquier duda o aclaración quedo a sus órdenes",https://www.youtube.com/watch?v=7i06eTKe1Wk,2020-05-18 01:02:04.184144,https://www.youtube.com/watch?v=7i06eTKe1Wk
390,Ingles,3ro,Activity 11,"En el cuaderno escribir y repetir cada palabra 5 veces e ilustrarlo
Rain-lluvia
ground– tierra (suelo)
sea – mar
rainbow – arcoiris
lake- lago
cloud – nube
raindrop - gota de lluvia ","",2020-05-18 01:09:23.208171,""
391,Ingles,5to,Activity 12,"Ver video '"London'"
En el libro Studen''ts Resource Book page 28 (de no tenerlo copiar los siguientes enunciados y resolverlos en una hoja del cuaderno) act 1 unir los nombres con las profesiones. 

Instructions: watch the video London and write the NAME for each of the following categories.
1. A museum:
2. a giant wheel:
3. A river:
4. A square with neon lights:
5. A church:
6. A station:
7. A palace: 
8. A prison:
9. A modern area: 
Tomar foto de la actividad ya resuelta y subirla a classroom, por favor =D","",2020-05-18 01:59:45.284501,""
392,Grado,K3,VIDEO CLASE 18 DE MAYO K3,"",https://youtu.be/II4S9fn6Ycg,2020-05-18 07:42:57.212758,""
393,Grado,K3,Actividades semana del 18 al 22 de Mayo K3,"Buenos  días Papitos les deja los link para las actividades de la semana, así como el link para los anexos. recuerden que realizaremos videollamadas por skype los días martes y viernes de 12: 00 a 1:00 pm. Que tengan un excelente inicio de semana.",https://drive.google.com/file/d/1QuK8UNm4AiSWaYW4Vl9HewXeOGwSKFY1/view?usp=sharing,2020-05-18 07:48:35.961191,https://drive.google.com/file/d/1IY4jsRstwee5d7a7dtZaby4ddSwYTeWO/view?usp=sharing
394,Grado,5to,ACTIVIDADES  ESCOLARES (18-21 MAYO),"",https://youtu.be/hmqCj63pb5k,2020-05-18 08:44:22.709646,https://youtu.be/hmqCj63pb5k
395,Grado,5to,EL ESPAÑOL ES DIVERSO,"",https://youtu.be/ub4_jE7Fufo,2020-05-18 09:43:49.286035,https://youtu.be/ub4_jE7Fufo
396,Ingles,K1,"Monday May 18th, 2020","Transporte, objetos de escuela, contar, puente de Londres, Rutinas Diarias.",https://www.youtube.com/watch?v=zo90WKXdNqE,2020-05-18 09:44:20.870917,https://www.youtube.com/watch?v=zo90WKXdNqE
400,Grado,K1,Apoyo pedagógico KI 18 de mayo,material y apoyo,"",2020-05-18 11:51:48.854633,https://youtu.be/febz0Kds_Dw 
399,Grado,K1,Video clase 18 de mayo,repaso general de las vocales y representar de forma gráfica cantidades,https://youtu.be/AWI3DUluBgs ,2020-05-18 11:48:14.456925,https://youtu.be/AWI3DUluBgs 
401,Grado,5to,C.N. ELABORACIÓN DE   UN  TELESCOPIO,"",https://www.youtube.com/watch?v=9ytLKeVyuxQ&t=7s,2020-05-18 13:08:12.534417,https://www.youtube.com/watch?v=9ytLKeVyuxQ&t=7s
402,Grado,6to,Actividades 18-22 de mayo,"",https://drive.google.com/file/d/1RTH8v60DzT3g2Egre0lyDEiNfrw_15lj/view?usp=drivesdk,2020-05-18 19:38:46.256202,https://drive.google.com/file/d/1RTH8v60DzT3g2Egre0lyDEiNfrw_15lj/view?usp=drivesdk
877,Grado,K1,"","",https://drive.google.com/file/d/1KNogXpogNU7zb8qQ-2_NH5oSAyLPWpVx/view?usp=sharing,2020-08-03 10:01:42.551476,""
404,Ingles,1ro,Activity 13,En el cuaderno copiar el mapa mental del video =D ,https://youtu.be/gIWzjSmKjM4,2020-05-18 22:15:20.390267,""
406,Inglés ,3ro,Water cycle,"Ver video '"The water cycle'" En una hoja blanca suelta, dibujar el ciclo del agua con colores, con los nombres de cada proceso (Evaporation, condensation, precipitation) ",https://www.youtube.com/watch?v=y5gFI3pMvoI,2020-05-18 22:45:48.475381,""
407,Ingles,4to,Activity 12,"Write, read and complete the sentences: Zero conditional
1.- When I''m happy, I ____________________
2.- If my homework is too difficult, I ______________
3.- When we are on vacation, we _____________
4.- If my brother wants to play, I ______________
5.- When I''m sad, my mom _________________
6.- If it rains today, I _________________
7.- When it''s sunny, I _____________________
Usar lista de verbos","",2020-05-18 23:11:03.189449,""
419,Grado,5to,GEO- LO RURAL Y URBANO I,"",https://www.youtube.com/watch?v=PLxjtIeKCic,2020-05-19 13:39:33.429039,https://www.youtube.com/watch?v=PLxjtIeKCic
410,Artes,4to,Tarea #v 5 luces y sombras,"Buenos días papitos envío el link en donde viene cómo realizar el ejercicio de la semana.Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta.Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.por otra parte les comento que a partir del día martes 19 de mayo ya pueden consultar sus calificaciones del tercer periodo en la plataforma del colegio. Cualquier duda, aclaración quedo a sus órdenes",https://www.youtube.com/watch?v=7ijN5bb3LvQ&t=333s,2020-05-19 08:18:06.509405,https://www.youtube.com/watch?v=7ijN5bb3LvQ&t=333s
411,Grado,6to,Video llamada Zoom,"",https://drive.google.com/file/d/1RTH8v60DzT3g2Egre0lyDEiNfrw_15lj/view?usp=drivesdk,2020-05-19 09:20:02.295275,https://drive.google.com/file/d/1RTH8v60DzT3g2Egre0lyDEiNfrw_15lj/view?usp=drivesdk
412,Ingles,K3,"Tuesday May 19th, 2020 ","Acciones, Agosto, Letra T, Letra U, Conteo de los números hasta 100, Animales de la granja.",https://www.youtube.com/watch?v=d96N5oX334c,2020-05-19 09:35:08.030849,https://www.youtube.com/watch?v=d96N5oX334c
413,Ingles,K2,"Tuesday May 19th, 2020","Números en letra del 1 al 5, Miembros de la familia, Largo y corto repaso.",https://www.youtube.com/watch?v=_Qn54CK9aZc,2020-05-19 09:40:10.313827,https://www.youtube.com/watch?v=_Qn54CK9aZc
415,Grado,K1,Video llamada skype 19 de may,conteo descendente (canción de los changuitos),"",2020-05-19 09:54:48.487892,""
416,Grado,K1,Video llamada skype 19 de mayo.,Conteo descendente (canción de los changuitos),https://youtu.be/NtU9WCmGBFM ,2020-05-19 09:57:52.762433,https://youtu.be/NtU9WCmGBFM 
417,Ingles,K1,"Tuesday May 19th, 2020","Profesiones, escuchar, Objetos de escuela, Miembros de la familia, Largo y corto repaso",https://www.youtube.com/watch?v=yWVB_NhgRUU,2020-05-19 10:18:39.094097,https://www.youtube.com/watch?v=yWVB_NhgRUU
418,Grado,2do,actividad lunes 18 de mayo,Actividad de Matemáticas ,https://documentcloud.adobe.com/link/review?uri=urn:aaid:scds:US:46b03cb1-9215-427d-9318-be287ff65846,2020-05-19 12:02:52.672798,https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:d81431f8-7172-41d4-a8fc-6600018ead95
420,Grado,6to,Las narraciones ,"Copia en tu cuaderno la teoría, escucha la narración  y contesta la actividad.",https://onedrive.live.com/?authkey=%21ANYJV3div58%2D3Mk&cid=699BD1D00975C7E6&id=699BD1D00975C7E6%21680&parId=699BD1D00975C7E6%21285&o=OneUp,2020-05-19 15:50:58.057699,https://onedrive.live.com/?authkey=%21ANYJV3div58%2D3Mk&cid=699BD1D00975C7E6&id=699BD1D00975C7E6%21680&parId=699BD1D00975C7E6%21285&o=OneUp
421,Grado,4to,Geografia,Procesos de las actividades economicas,Actividades economicas,2020-05-19 17:51:16.326364,Actividades economicas
422,Grado,4to,Repaso fracciones equivalentes,Uso de fracciones equivalentes,Equivalencias,2020-05-19 17:53:08.735969,Equivalencias
426,Grado,K2,clase del 20 matemáticas,vídeo de la clase 20 matemáticas y un link de la silabas ca co cu,https://www.youtube.com/watch?v=gRhmmwE7ZBs,2020-05-19 21:53:29.434053,https://drive.google.com/open?id=1jkAKARfKq1VsqBFe70_eKOQ3J3OZ0EuC
428,Grado,K2,20 de mayo español,observar y escuchar el cuento y responder las preguntas,https://www.youtube.com/watch?v=KWAd8emwicE,2020-05-19 22:20:21.585935,https://www.youtube.com/watch?v=5lPIj66lIv4&t=1s
429,Grado,K2,link 20 de mayo silabas,links de los vídeos de las silabas ca co cu ce ci,https://www.youtube.com/watch?v=TyOWmMUsJYU,2020-05-19 22:35:17.848961,https://www.youtube.com/watch?v=IknanF-sHiA
430,Grado,6to,Desastres naturales,Actividad geografía ,https://1drv.ms/u/s!AubHdQnQ0ZtphSn-SZZ-mg_L-GsC,2020-05-19 22:51:15.332777,https://1drv.ms/u/s!AubHdQnQ0ZtphSn-SZZ-mg_L-GsC
431,Grado,K3,VIDEO CLASE 20 DE MAYO K3,"VÍDEO  '"UNIDADES DE MEDICIÓN'"",https://drive.google.com/file/d/1STQ2_nqI9cRz0LXFeX0_GxwYpIhy_yji/view?usp=sharing,2020-05-20 01:01:30.751821,""
432,Grado,5to,HIST- DESARROLLO ECONOMICO,Desarrollo económico  y  milagro  mexicano,https://studio.youtube.com/video/59-R7rC8Z7I/edit,2020-05-20 03:52:20.224595,https://studio.youtube.com/video/59-R7rC8Z7I/edit
433,Grado,5to,HIST- DESARROLLO ECONOMICO,DESARROLLO ECONÓMICO Y MILAGRO MEXICANO,https://studio.youtube.com/video/59-R7rC8Z7I/edit,2020-05-20 04:00:55.281672,""
434,Grado,5to,HIST- DESARROLLO ECONOMICO,DESARROLLO  ECONÓMICO  Y  MILAGRO  MEXICANO,https://youtu.be/59-R7rC8Z7I,2020-05-20 04:20:42.236230,""
408,Ingles,5to,Video Clase 2,ID de reunión: 757 7197 9049Contraseña: 2J6N2g Dejo link de la clase grabada,https://us04web.zoom.us/j/75771979049?pwd=MDFmTDJtdFN3dmNuWXAvOFo1S3RjZz09,2020-05-18 23:13:00.926102,https://www.youtube.com/watch?v=7IG84OMcxrE
409,Ingles,6to,Video Clase 2 ,19 may 2020 12:00 PM Ciudad de MéxicoID de reunión: 761 0999 7259Contraseña: 0Ya1uC. Dejo link de la clase grabada ,https://us04web.zoom.us/j/76109997259?pwd=K2pOYXhwTDJDNWdJWDduMHZIbXZoUT09,2020-05-18 23:14:05.394066,https://www.youtube.com/watch?v=chv0oj3Jyic
500,Grado,4to,Infinitivo y copreterito,Conjugar verbos en copreterito,"",2020-05-24 16:47:38.987383,""
405,Inglés ,2do,Activity 11,"En el cuaderno copiar el apunte '"When'" también realizar un pequeño dibujo que represente cada fecha",https://youtu.be/cPWHKeB124I,2020-05-18 22:35:16.652263,""
436,Grado,1ro,Clase por zoom,"20/05/2020
Buenos días papitos  hoy tenemos la clase por la aplicación zoom iniciamos a las 10:00, esperando las indicaciones de la directora para poder acceder 
El alumno debe tener cuadernos de español, matemáticas 
lápiz, goma y sacapuntas ","",2020-05-20 09:24:02.204227,""
823,Ingles,5to,June16-VideoClase6,"16 jun 2020 01:30 PM 
ID de reunión: 715 8368 8462
Contraseña: 5ysPHV
Por las juntas le he tenido que cambiar el horario, espero la mayoría puede ingresar
",https://us04web.zoom.us/j/71583688462?pwd=YUhEZCtvbWxMd0V0REExRnloanZSUT09,2020-06-14 16:45:45.553783,https://us04web.zoom.us/j/71583688462?pwd=YUhEZCtvbWxMd0V0REExRnloanZSUT09
438,Grado,K1,Video clase 20 de mayo,Abstracción de números y repaso de vocales mayúsculas y minúsculas,https://youtu.be/SLrZkmA0kcM ,2020-05-20 09:31:55.945492,https://youtu.be/SLrZkmA0kcM 
439,Grado,K1,Apoyo pedagógico KI 20 de mayo,apoyo pedagógico para las actividades del día,https://youtu.be/P-NW3134XN4 ,2020-05-20 09:33:01.868312,https://youtu.be/P-NW3134XN4 
440,Grado,2do,Video de Español ,Este es el material de sustantivos del dia 20 de mayo ,https://youtu.be/ZPD3l9l1iiw,2020-05-20 10:26:28.310528,https://youtu.be/ZPD3l9l1iiw
441,Grado,5to,GEO- LO  URBANO  Y LO RURAL II,CUADRO COMPARATIVO  ENTRE LO URBANO Y LO  RURAL,https://youtu.be/AC5jHBeoYJM,2020-05-20 11:53:08.902794,https://youtu.be/AC5jHBeoYJM
442,Grado,4to,Ciencias naturales,Formacion del sistema solar,El universo,2020-05-20 12:58:00.966566,El universo
444,Grado,5to,LEC LOS PRINCIPES DEL  AÑO,"",https://youtu.be/v7t7wJVlQG0,2020-05-20 14:10:40.854623,""
445,Grado,3ro,"VIDEOCLASE , GUIA Y PLAN DE TRABAJO 18-22-MAYO","",https://drive.google.com/open?id=1DBKmiCR4irW9SIJy5fmiGF8qSdwoTa7b,2020-05-20 16:56:16.007906,https://drive.google.com/open?id=1DBKmiCR4irW9SIJy5fmiGF8qSdwoTa7b
435,Grado,2do,Actividad del 20 de mayo ,"",https://documentcloud.adobe.com/link/review?uri=urn:aaid:scds:US:bcac4536-21c9-499e-91a1-a21f6bb726ff,2020-05-20 08:44:23.279258,https://documentcloud.adobe.com/link/review?uri=urn:aaid:scds:US:bcac4536-21c9-499e-91a1-a21f6bb726ff
447,Grado,2do,Clase en linea 2,Aquí les dejo la clave para la clase en linea para el día 21 de mayo que sera a las 11 a.m.,https://us04web.zoom.us/j/4718885464?pwd=R1BYK1o3L3JlTi9VS1VtZHoyYjNqQT09,2020-05-20 23:05:36.533459,ID de reunión: 471 888 5464 Contraseña: 0A3ZQg
449,Grado,K2,21 de mayo,actividad de la clase 21 y videollamada 22 de mayo,https://www.youtube.com/watch?v=SoSdGSE3u2M,2020-05-21 08:09:06.121443,https://drive.google.com/file/d/1Vfz5QIvWYxKp-laHCO1ojS0_nKUm0wSf/view?usp=sharing
450,Ingles,K3,"Thursday May 21st, 2020","Acciones, Septiembre, Letra V, Letra W, canción de los animales y acciones, animales de la granja.",https://www.youtube.com/watch?v=a7EzbrLOoYY,2020-05-21 08:37:31.204551,https://www.youtube.com/watch?v=a7EzbrLOoYY
451,Ingles,K2,"Thursday May 21st, 2020","Números en letra del 6 al 10, animales de la granja, canción de los animales y acciones.",https://www.youtube.com/watch?v=twG3MOJQ8Tg,2020-05-21 08:40:44.650041,https://www.youtube.com/watch?v=twG3MOJQ8Tg
452,Grado,K1,Video clase KI 21 de mayo,repaso general vocales y números del 1 al 9,https://youtu.be/3pJqE-bFce0 ,2020-05-21 09:01:22.394015,https://youtu.be/3pJqE-bFce0 
453,Grado,K1,Video clase KI 21 de mayo,repaso general de las vocales y los números del 1 al 9,https://youtu.be/3pJqE-bFce0 ,2020-05-21 09:08:56.634265,https://youtu.be/3pJqE-bFce0 
454,Grado,1ro,21/05/20 Libro santillana,Resolver libro Santillana español páginas 168 a la 171.,"",2020-05-21 09:11:46.717628,""
458,Ingles,K1,"Thursday May 21st, 2020","Profesiones, Objetos de escuela, abrir, cerrar, animales de la granja.",https://www.youtube.com/watch?v=KvBhgewzovY,2020-05-21 09:34:25.140606,https://www.youtube.com/watch?v=KvBhgewzovY
459,Grado,1ro,Clase 5,Tema: Silencio de mitad o blanca,https://www.youtube.com/watch?v=DjVNeV-aOOE,2020-05-21 11:13:16.993731,https://www.youtube.com/watch?v=DjVNeV-aOOE
460,Musica,1ro,Clase 5,Tema: Silencio de mitad o blanca,https://www.youtube.com/watch?v=DjVNeV-aOOE,2020-05-21 11:18:37.859939,https://www.youtube.com/watch?v=DjVNeV-aOOE
461,Musica,2do,Clase 5,Tema: Silencio de negra o cuarto,https://www.youtube.com/watch?v=F8U1sGhrB_4,2020-05-21 11:22:24.067901,https://www.youtube.com/watch?v=F8U1sGhrB_4
462,Musica,3ro,Clase 5,Tema: Narración sonora,https://www.youtube.com/watch?v=NA48ia1XO4E,2020-05-21 11:26:51.652018,https://www.youtube.com/watch?v=NA48ia1XO4E
463,Musica,4to,Clase 5,Tema: Imitación de sonidos,https://www.youtube.com/watch?v=uDzy-v4GRBg,2020-05-21 11:29:37.654317,https://www.youtube.com/watch?v=uDzy-v4GRBg
464,Musica,5to,Clase 5,Tema: Canción estrófica,https://www.youtube.com/watch?v=xh4kiZ8Q9-o,2020-05-21 11:33:07.690916,https://www.youtube.com/watch?v=xh4kiZ8Q9-o
465,Musica,6to,Clase 5,Tema: Ejercicios polirritmicos,https://www.youtube.com/watch?v=2k8ZAFAy0xs,2020-05-21 11:36:11.770545,https://www.youtube.com/watch?v=2k8ZAFAy0xs
467,Ingles,4to,Activity 13,"En el cuaderno copiar la información del video.
Les recuerdo que las actividades de la plataforma de Richmnond Spiral NO se suben aquí ni a otro lado, la plataforma sola lo registra y guarda. GRACIAS
Nos vemos el lunes",https://youtu.be/nHFjy4LGpxM,2020-05-21 14:47:26.312373,""
469,Ingles,5to,Activity 13,"En el cuaderno escribir y completar los enunciados con too many - too much y enough. Enumerar los enunciados =D
Thursday 21st May, 2020
Complete the sentences with Too many – too much – enough about your school
1.- There _________rules
2.- There _________chairs.
3.- There _________ homework
4.- There _________ discipline
5.- There __________ teachers
6.- There __________ vacations
7.- There __________ classrooms
8.- There __________ computers
9.- There __________ toys
10.- There _________ plants
Tomar foto del cuaderno y subirlo a classroom, por favor =D","",2020-05-21 14:50:14.621486,""
503,Grado,6to,Factorización,Observa el vídeo. Ve la forma en que se factoriza y resuelve los ejercicios,https://youtu.be/mfSeYehXAfY,2020-05-24 22:20:34.687385,https://youtu.be/mfSeYehXAfY
504,Grado,6to,Formas verbales ,Realiza en la tabla las formas verbales en gerundio y participio y transcribelo en tu cuaderno,https://youtu.be/L6kIXen5fxo,2020-05-24 22:21:41.606702,https://youtu.be/L6kIXen5fxo
505,Grado,6to,Actividades 25-29 de mayo,"Las actividades vienen x día.
Contienen los temas de exposición.
Y trae unas lecturas 
Gracias 😊",https://drive.google.com/file/d/1Uk8RvQD6L5SXZNknzFiIpLcUSNlFtzhu/view?usp=drivesdk,2020-05-24 22:24:45.943869,https://drive.google.com/file/d/1Uk8RvQD6L5SXZNknzFiIpLcUSNlFtzhu/view?usp=drivesdk
466,Inglés ,2do,Activity 12,"En el cuaderno: Copiar la información del video, importante para la video clase del día lunes =D",https://youtu.be/5100fIvTpCY,2020-05-21 14:45:59.194891,""
